83,51
74,#debatenacultura
59,val,
55,candidato
53,russomano
51,boulos
48,vote
45,debate
39,ganhar
35,paulo
33,votar
31,#domingoé51
30,cara
30,covas
30,#domingoe51
29,prefeito
29,voto
28,propostas
27,usa
