456,turno
394,boulos
261,primeiro
224,segundo
185,bruno
160,frança
130,ganhar
126,russomano
98,pesquisa
96,paulo
90,russomanno
83,votar
79,ibope
75,levar
72,covas
57,turno
55,32%
52,esquerda
52,márcio
50,tatto
49,@guilhermeboulos
