330,turno
289,boulos
257,segundo
125,frança
110,bruno
96,russomano
91,russomanno
74,pesquisa
70,paulo
62,ibope
60,@guilhermeboulos
58,votar
57,primeiro
55,boulos
49,voto
47,turno
42,votos
41,levar
36,32%
34,2º
33,pesquisas
31,pior
