94,turno
88,boulos
84,marcio
83,segundo
68,covas
50,votar
42,ciro
35,@guilhermeboulos
34,bruno
34,grande
32,crise
31,momento
31,momentos
30,pandemia
30,econômica
30,avizinha
30,escolher
30,gestores
30,experiência
30,saibam
30,nesses
30,difíceis
30,estagiários
30,incompetentes
