191,boulos
152,marcio
151,covas
147,turno
138,votar
120,precisa
116,tucano
115,considere
111,grande
108,momento
105,escolher
105,experiência
103,pandemia
102,crise
102,econômica
102,avizinha
102,gestores
102,saibam
102,nesses
102,momentos
102,difíceis
102,estagiários
102,incompetentes
