57,#debatenacultura
39,boulos
30,val,
29,cara
27,russomano
27,debate
25,segundo
25,turno
21,51
21,candidato
20,fala
18,#debatecultura
17,mamãe
17,fake
17,paulo
17,covas
16,vote
15,@arthurmoledoval
15,pior
14,news
13,propostas
