255,turno
182,segundo
158,covas
108,paulo
100,ganhar
82,vencer
79,2°
78,russomano
76,esperança
73,frança
68,voto
67,eua
67,rumo
66,bons
66,chegando
63,volta
63,ódio
62,democracia
61,ares
61,sobrevoam
61,argentina,
61,bolívia,
61,chile,
61,respirar
58,votar
57,erundina
