169,turno
169,boulos
145,covas
132,segundo
87,frança
79,bolsonaro
75,paulo
66,leite
60,mãe
56,celso
55,pesquisa
53,diz
46,2º
45,candidato
45,contra
42,ibope
40,racista
39,boulos,
39,votar
39,racismo
